endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker,type
2020-06-30,4462000000,,6131000000,,5178000000,4433000000,14858000000,5963000000,5963000000,,,,,,953000000,18687000000,12724000000,3829000000,168000000,,5178000000,5178000000,7538,FB,quarterly
2020-03-31,4015000000,,5861000000,,4902000000,4370000000,14278000000,5893000000,5893000000,,,,,,959000000,17737000000,11844000000,3459000000,-32000000,,4902000000,4902000000,7538,FB,quarterly
2020-12-31,,,-309723000,,-269502000,173544000,207410000,-178611000,-178611000,23754000,-149287000,,,,568000,685995000,864606000,478585000,-131112000,,-310291000,-269502000,7638,WYNN,quarterly
2020-09-30,,,-424168000,-417928000.0,-758142000,160896000,149845000,-275707000,-275707000,68705000,-145142000,,,,407365000,370452000,646159000,220607000,-148461000,,-831533000,-758142000,7638,WYNN,quarterly
2020-06-30,,,-653931000,-345321000.0,-637564000,152081000,-142069000,-523016000,-523016000,19067000,-133218000,,,,80938000,85698000,608714000,227767000,-130915000,,-734869000,-637564000,7638,WYNN,quarterly
2020-03-31,,,-374453000,-249610000.0,-402037000,234328000,470056000,-223811000,-223811000,257629000,-128827000,,,,75800000,953716000,1177527000,483660000,-150642000,,-450253000,-402037000,7638,WYNN,quarterly
2020-12-31,,,338936000,2677000,341128000,14621000,334206000,141762000,141762000,,-51589000,,,,-2178000,555453000,413691000,221247000,197174000,,341114000,341128000,7680,AVB,quarterly
2020-09-30,,,147690000,3191000,147703000,13985000,359605000,170272000,170272000,,-53249000,,,,-27000,573015000,402743000,213410000,-22582000,,147717000,147361000,7680,AVB,quarterly
2020-06-30,,,169736000,3369000,170828000,15573000,378955000,187133000,187133000,,-53399000,,,,-1133000,577446000,390313000,198491000,-17397000,,170869000,170438000,7680,AVB,quarterly
2020-03-31,,,168097000,3314000,167971000,17320000,402991000,207760000,207760000,,-55914000,,,,91000,603356000,395596000,200365000,-39663000,,168006000,167544000,7680,AVB,quarterly
2020-12-31,,,254000000,,200000000,26000000,741000000,282000000,282000000,129000000,-119000000,,,,54000000,2054000000,1772000000,1313000000,-28000000,,200000000,151000000,7688,CNP,quarterly
2020-09-30,,,117000000,,121000000,26000000,730000000,302000000,302000000,122000000,-128000000,,,,-10000000,1622000000,1320000000,892000000,-185000000,-6000000.0,127000000,69000000,7688,CNP,quarterly
2020-06-30,,,164000000,,105000000,-10000000,661000000,245000000,245000000,129000000,-135000000,,,,29000000,1575000000,1330000000,914000000,-81000000,-30000000.0,135000000,59000000,7688,CNP,quarterly
2020-03-31,,,-1400000000,,-1199000000,2000000,820000000,400000000,400000000,136000000,-147000000,,,,-347000000,2167000000,1767000000,1347000000,-1800000000,-146000000.0,-1053000000,-1228000000,7688,CNP,quarterly
2020-12-31,,,1146000000,1561700000,783400000,221800000,977700000,755900000,755900000,,,,,,216400000,1732900000,977000000,755200000,390100000,,929600000,762200000,7696,TROW,quarterly
2020-09-30,,,920500000,1340200000,643200000,204300000,933200000,728900000,728900000,,,,,,221900000,1595800000,866900000,662600000,191600000,,698600000,625300000,7696,TROW,quarterly
2020-06-30,,,968800000,1090100000,603000000,211100000,764800000,553700000,553700000,,,,,,240300000,1415400000,861700000,650600000,415100000,,728500000,576800000,7696,TROW,quarterly
2020-03-31,,,206900000,971000000,343100000,207400000,914600000,707200000,707200000,,-397100000.0,,,,40300000,1462600000,755400000,548000000,-500300000,,166600000,343100000,7696,TROW,quarterly
2020-12-31,,,652000000,910000000,497000000,556000000,1364000000,792000000,792000000,,-47000000,,,,151000000,5798000000,5006000000,4434000000,-140000000,,501000000,497000000,7816,WHR,quarterly
2020-09-30,,,541000000,907000000,397000000,501000000,1155000000,638000000,638000000,,-51000000,,,,143000000,5291000000,4653000000,4136000000,-97000000,,398000000,397000000,7816,WHR,quarterly
2020-06-30,,,43000000,907000000,35000000,418000000,631000000,198000000,198000000,,-49000000,,,,18000000,4042000000,3844000000,3411000000,-155000000,,25000000,35000000,7816,WHR,quarterly
2020-03-31,,,219000000,920000000,152000000,420000000,700000000,265000000,265000000,,-42000000,,,,72000000,4325000000,4060000000,3625000000,-30000000,,147000000,152000000,7816,WHR,quarterly
2020-12-31,,,-1337300000,256300000,-1369800000,640700000,895200000,254500000,254500000,,-56800000,,,,36600000,2294300000,2039800000,1399100000,-1591800000,,-1373900000,-1369800000,7827,TAP,quarterly
2020-09-30,,,450400000,262900000,342800000,626900000,1202500000,575600000,575600000,,-70700000,,,,104000000,2753500000,2177900000,1551000000,-125200000,,346400000,342800000,7827,TAP,quarterly
2020-06-30,,,401700000,265100000,195000000,516900000,1046800000,529900000,529900000,,-72500000,,,,204500000,2503400000,1973500000,1456600000,-128200000,,197200000,195000000,7827,TAP,quarterly
2020-03-31,,,-158700000,259400000,-117000000,622200000,623800000,1600000,1600000,,-74600000,,,,-43300000,2102800000,2101200000,1479000000,-160300000,,-115400000,-117000000,7827,TAP,quarterly
2020-12-31,,,193000000,279000000,119000000,464000000,1126000000,318000000,318000000,,-102000000,,,,63000000,3298000000,2980000000,2172000000,-125000000,,130000000,119000000,7842,IQV,quarterly
2020-09-30,,,105000000,261000000,101000000,460000000,986000000,207000000,207000000,,-100000000,,,,-3000000,2786000000,2579000000,1800000000,-102000000,,108000000,101000000,7842,IQV,quarterly
2020-06-30,,,-26000000,261000000,-23000000,431000000,817000000,78000000,78000000,,-108000000,,,,-5000000,2521000000,2443000000,1704000000,-104000000,,-21000000,-23000000,7842,IQV,quarterly
2020-03-31,,,108000000,260000000,82000000,407000000,930000000,207000000,207000000,,-106000000,,,,17000000,2754000000,2547000000,1824000000,-99000000,,91000000,82000000,7842,IQV,quarterly
2020-12-31,1512000000,,1814000000,,1551000000,1499000000,6086000000,3075000000,3075000000,,-267000000,,,,270000000,7421000000,4346000000,1335000000,-1261000000,,1544000000,1551000000,7919,GILD,quarterly
2020-09-30,1158000000,,825000000,26000000.0,360000000,1106000000,5436000000,3172000000,3172000000,,-236000000,,,,472000000,6577000000,3405000000,1141000000,-2347000000,,353000000,360000000,7919,GILD,quarterly
2020-06-30,1299000000,,-2973000000,115000000.0,-3339000000,1239000000,4079000000,1541000000,1541000000,,-240000000,,,,373000000,5143000000,3602000000,1064000000,-4514000000,,-3346000000,-3339000000,7919,GILD,quarterly
2020-03-31,1101000000,,2003000000,112000000.0,1551000000,1076000000,4579000000,2402000000,2402000000,,-241000000,,,,465000000,5548000000,3146000000,969000000,-399000000,,1538000000,1551000000,7919,GILD,quarterly
2020-12-31,,,102211000,222310000,94725000,18739000,147122000,63959000,63959000,,-37543000,,,,0,218108000,154149000,70986000,38252000,,102211000,92467000,7926,FRT,quarterly
2020-09-30,,,-33623000,249946000,-28289000,9308000,134224000,59285000,59285000,,-36228000,,,,0,206576000,147291000,72352000,-92908000,,-33623000,-30548000,7926,FRT,quarterly
2020-06-30,,,10859000,256400000,10507000,9814000,105339000,32741000,32741000,,-34073000,,,,0,172355000,139614000,67016000,-21882000,,10859000,8247000,7926,FRT,quarterly
2020-03-31,,,56441000,257035000,54763000,10251000,157017000,84578000,84578000,,-28445000,,,,0,230393000,145815000,73376000,-28137000,,56441000,52506000,7926,FRT,quarterly
2020-12-26,114802000,,210463000,,183945000,80153000,416422000,216992000,216992000,3532000,-9400000,,,,26518000,628288000,411296000,211866000,-6529000,,183945000,183945000,7952,MXIM,quarterly
2020-09-26,115466000,,194397000,,169514000,82954000,417014000,210247000,210247000,7428000,-9400000,,,,24883000,619357000,409110000,202343000,-15850000,,169514000,169514000,7952,MXIM,quarterly
2020-06-27,110172000,,169499000,,207298000,72893000,362368000,178665000,178665000,-172000,-7897000,,,,-37799000,545369000,366704000,183001000,-9166000,,207298000,207298000,7952,MXIM,quarterly
2020-03-28,109091000,,181725000,,161190000,71643000,366437000,183870000,183870000,1077000,-9300000,,,,20535000,561916000,378046000,195479000,-2145000,,161190000,161190000,7952,MXIM,quarterly
2020-12-31,20000000,,1571000000,369000000,1453000000,202000000,376000000,149000000,149000000,,-26000000,,,,117000000,1591000000,1442000000,1215000000,1422000000,,1454000000,1453000000,7986,CE,quarterly
2020-09-30,19000000,,241000000,376000000,207000000,78000000,327000000,224000000,224000000,,-28000000,,,,30000000,1411000000,1187000000,1084000000,17000000,-2000000.0,211000000,207000000,7986,CE,quarterly
2020-06-30,18000000,,147000000,382000000,107000000,87000000,242000000,132000000,132000000,-1000000.0,-27000000,,,,35000000,1193000000,1061000000,951000000,15000000,-3000000.0,112000000,107000000,7986,CE,quarterly
2020-03-31,17000000,,292000000,388000000,218000000,97000000,348000000,229000000,229000000,-1000000.0,-28000000,,,,65000000,1460000000,1231000000,1112000000,63000000,-7000000.0,227000000,218000000,7986,CE,quarterly
2020-12-31,,,821000000,,750000000,4600000000,11222000000,2403000000,2403000000,,-798000000,,,,71000000,20341000000,17938000000,9119000000,-1582000000,,750000000,750000000,7996,TMUS,quarterly
2020-09-30,,,1660000000,,1253000000,4670000000,11670000000,2850000000,2850000000,,-809000000,,,,407000000,19272000000,16422000000,7602000000,-1190000000,,1253000000,1253000000,7996,TMUS,quarterly
2020-06-30,,,-208000000,,110000000,4507000000,10946000000,2375000000,2375000000,,-839000000,,,,2000000,17671000000,15296000000,6725000000,-2583000000,320000000.0,-210000000,110000000,7996,TMUS,quarterly
2020-03-31,,,1257000000,,951000000,3428000000,6945000000,1799000000,1799000000,,-284000000,,,,306000000,11113000000,9314000000,4168000000,-542000000,320000000.0,951000000,951000000,7996,TMUS,quarterly
2020-12-31,,,347400000,173800000,827900000,110900000,348400000,278100000,278100000,-40600000,-55500000,,,,-480900000,2457400000,2179300000,2109000000,69300000,,828300000,827900000,8023,MOS,quarterly
2020-09-30,,,33500000,171400000,-6200000,97600000,374100000,149500000,149500000,127000000,-50800000,,,,38100000,2381500000,2232000000,2007400000,-116000000,,-4600000,-6200000,8023,MOS,quarterly
2020-06-30,,,43200000,170700000,47400000,95100000,279000000,131800000,131800000,52100000,-57000000,,,,-2700000,2044700000,1912900000,1765700000,-88600000,,45900000,47400000,8023,MOS,quarterly
2020-03-31,,,-337000000,173700000,-203000000,67900000,63400000,-19200000,-19200000,14700000,-50800000,,,,-133000000,1798100000,1817300000,1734700000,-317800000,,-204000000,-203000000,8023,MOS,quarterly
2020-12-31,,,-26613000000,6980000000,-20070000000,2637000000,15973000000,-126000000,-126000000,9087000000,-313000000,,,,-6010000000,46203000000,46329000000,30230000000,-26487000000,,-20603000000,-20070000000,8066,XOM,quarterly
2020-09-30,,,-372000000,7212000000,-680000000,2716000000,14643000000,-596000000,-596000000,7352000000,-279000000,,,,337000000,45696000000,46292000000,31053000000,224000000,,-709000000,-680000000,8066,XOM,quarterly
2020-06-30,,,-1640000000,6970000000,-1080000000,2680000000,11538000000,-1426000000,-1426000000,5154000000,-317000000,,,,-471000000,32502000000,33928000000,20964000000,-214000000,,-1169000000,-1080000000,8066,XOM,quarterly
2020-03-31,,,-258000000,6664000000,-610000000,2848000000,15003000000,-222000000,-222000000,6832000000,-249000000,,,,512000000,55383000000,55605000000,40380000000,-36000000,,-770000000,-610000000,8066,XOM,quarterly
2020-12-31,,,-326000000,69000000,-347000000,235000000,-66000000,-301000000,-301000000,,-19000000,,,,22000000,1327000000,1628000000,1393000000,-25000000,,-348000000,-347000000,8098,NOV,quarterly
2020-09-30,,,-114000000,75000000,-55000000,213000000,139000000,-74000000,-74000000,,-21000000,,,,-61000000,1384000000,1458000000,1245000000,-40000000,,-53000000,-55000000,8098,NOV,quarterly
2020-06-30,,,-134000000,73000000,-93000000,237000000,137000000,-100000000,-100000000,,-22000000,,,,-47000000,1496000000,1596000000,1359000000,-34000000,,-87000000,-93000000,8098,NOV,quarterly
2020-03-31,,,-2205000000,68000000,-2047000000,283000000,224000000,-59000000,-59000000,,-22000000,,,,-156000000,1883000000,1942000000,1659000000,-2146000000,,-2049000000,-2047000000,8098,NOV,quarterly
2020-12-31,,,184900000,,142200000,194800000,424400000,220100000,220100000,,-43700000,,,,47400000,1340900000,1120800000,916500000,-35200000,4700000,137500000,142200000,8124,SEE,quarterly
2020-09-30,,,149200000,,134000000,199400000,404500000,195400000,195400000,,-45300000,,,,17400000,1237200000,1041800000,832700000,-46200000,2200000,131800000,134000000,8124,SEE,quarterly
2020-06-30,,,144900000,,100100000,184900000,389900000,195700000,195700000,,-45400000,,,,44600000,1151200000,955500000,761300000,-50800000,-200000,100300000,100100000,8124,SEE,quarterly
2020-03-31,,,147200000,,126600000,193100000,390500000,188400000,188400000,,-47800000,,,,32700000,1173900000,985500000,783400000,-41200000,12100000,114500000,126500000,8124,SEE,quarterly
2020-12-31,,,15065000000,,12136000000,14705000000,31113000000,0,15341000000,1067000000,,,,,2929000000,31113000000,15772000000,0,-276000000,,12136000000,11698000000,8135,JPM,quarterly
2020-09-30,,,11661000000,,9443000000,14984000000,28536000000,0,12185000000,1367000000,,,,,2218000000,28536000000,16351000000,0,-524000000,,9443000000,9015000000,8135,JPM,quarterly
2020-06-30,,,5565000000,,4687000000,15659000000,22507000000,0,5683000000,1165000000,,,,,878000000,22507000000,16824000000,0,-118000000,,4687000000,4265000000,8135,JPM,quarterly
2020-03-31,,,3116000000,,2865000000,15367000000,19907000000,0,3313000000,1227000000,,,,,251000000,19907000000,16594000000,0,-197000000,,2865000000,2433000000,8135,JPM,quarterly
2020-12-31,,,62400000,-14900000,51000000,-43700000,409700000,141400000,141400000,90000000,-93400000,,,,8400000,1094400000,953000000,684700000,-79000000,,54000000,51000000,8138,EVRG,quarterly
2020-09-30,,,417500000,-17900000,364500000,13700000,859400000,536700000,536700000,91000000,-94800000,,,,50000000,1517600000,980900000,658200000,-119200000,,367500000,364500000,8138,EVRG,quarterly
2020-06-30,,,170000000,-20900000,133400000,13800000,583800000,257500000,257500000,90900000,-99500000,,,,33700000,1184700000,927200000,600900000,-87500000,,136300000,133400000,8138,EVRG,quarterly
2020-03-31,,,82300000,-23800000,69400000,16200000,535300000,208300000,208300000,92300000,-96200000,,,,10100000,1116700000,908400000,581400000,-126000000,,72200000,69400000,8138,EVRG,quarterly
2020-12-31,,,1830000000,,1377200000,698000000,2780200000,1750000000,1750000000,251900000,-308900000,,,,452800000,5313800000,3563800000,2533600000,80000000,,1377200000,1377200000,8147,MCD,quarterly
2020-09-30,,,2217100000,,1762600000,454700000,2904700000,2401200000,2401200000,-27000000,-310100000,,,,454500000,5418100000,3016900000,2513400000,-184100000,,1762600000,1762600000,8147,MCD,quarterly
2020-06-30,,,648700000,,483800000,576000000,1725300000,1002200000,1002200000,76100000,-319100000,,,,164900000,3761500000,2759300000,2036200000,-353500000,,483800000,483800000,8147,MCD,quarterly
2020-03-31,,,1444900000,,1106900000,516300000,2341900000,1752200000,1752200000,-100000,-280000000,,,,338000000,4714400000,2962200000,2372500000,-307300000,,1106900000,1106900000,8147,MCD,quarterly
2020-12-31,,,888623000,,604190000,211843000,958135000,746292000,746292000,,-16288000,,,,284433000,1627820000,881528000,669685000,142331000,,604190000,604190000,8155,VRTX,quarterly
2020-09-30,,,745871000,,667434000,184551000,858592000,674041000,674041000,,-13856000,,,,78437000,1538271000,864230000,679679000,71830000,,667434000,667434000,8155,VRTX,quarterly
2020-06-30,,,824770000,,837270000,191804000,919037000,727233000,727233000,,-13871000,,,,-12500000,1524485000,797252000,605448000,97537000,,837270000,837270000,8155,VRTX,quarterly
2020-03-31,,,657534000,,602753000,182053000,906760000,724707000,724707000,,-14136000,,,,54781000,1515107000,790400000,608347000,-67173000,,602753000,602753000,8155,VRTX,quarterly
2020-12-31,86428000,,216446000,,182248000,238489000,520177000,181253000,181253000,,-141000,,,,34198000,860889000,679636000,340712000,35193000,,182248000,182248000,8192,TTWO,quarterly
2020-09-30,74216000,,117418000,,99321000,202612000,408637000,118118000,118118000,,-82000,,,,18097000,841142000,723024000,432505000,-700000,,99321000,99321000,8192,TTWO,quarterly
2020-06-30,73108000,,90361000,,88505000,186952000,374316000,101838000,101838000,,-82000,,,,1856000,831310000,729472000,456994000,-11477000,,88505000,88505000,8192,TTWO,quarterly
2020-03-31,68718000,,124634000,,122722000,162181000,364901000,121500000,121500000,,-2389000,,,,1912000,760541000,639041000,395640000,3134000,,122722000,122722000,8192,TTWO,quarterly
2020-12-31,,,586897000,213791000,392910000,554626000,1251696000,0,624798000,72272000,,,,,148096000,1251696000,626898000,0,-37901000,,438801000,388316000,8206,SIVB,quarterly
2020-09-30,,,636320000,174445000,446307000,446535000,1097323000,0,613235000,37553000,,,,,162265000,1097323000,484088000,0,23085000,,474055000,441713000,8206,SIVB,quarterly
2020-06-30,,,335658000,148940000,233529000,433170000,815294000,0,342477000,39647000,,,,,87869000,815294000,472817000,0,-6819000,,247789000,228935000,8206,SIVB,quarterly
2020-03-31,,,183006000,148472000,135622000,353648000,582591000,0,188240000,40703000,,,,,49357000,582591000,394351000,0,-5234000,,133649000,132253000,8206,SIVB,quarterly
2020-12-31,,,276500000,192800000,239000000,1200000,676900000,375000000,375000000,51400000,-118200000,,,,37200000,1933400000,1558400000,1256500000,-98500000,,239300000,239000000,8211,WEC,quarterly
2020-09-30,,,313700000,108400000,266800000,-11800000,669500000,382000000,382000000,54300000,-122300000,,,,46900000,1651000000,1269000000,981500000,-68300000,,266800000,266800000,8211,WEC,quarterly
2020-06-30,,,295600000,109000000,241600000,-12300000,631100000,351100000,351100000,49800000,-124700000,,,,53800000,1548700000,1197600000,917600000,-55500000,,241800000,241600000,8211,WEC,quarterly
2020-03-31,,,542300000,140500000,452500000,-12600000,918200000,639200000,639200000,52500000,-129700000,,,,90000000,2108600000,1469400000,1190400000,-96900000,,452300000,452500000,8211,WEC,quarterly
2020-12-31,,,375000000,,316000000,652000000,1131000000,0,402000000,77000000,,,,,59000000,1131000000,729000000,0,-27000000,,316000000,281000000,8233,HBAN,quarterly
2020-09-30,,,358000000,,303000000,656000000,1069000000,0,374000000,39000000,,,,,55000000,1069000000,695000000,0,-16000000,,303000000,275000000,8233,HBAN,quarterly
2020-06-30,,,181000000,,150000000,609000000,855000000,0,200000000,46000000,,,,,31000000,855000000,655000000,0,-19000000,,150000000,131000000,8233,HBAN,quarterly
2020-03-31,,,58000000,,48000000,581000000,710000000,0,78000000,51000000,,,,,10000000,710000000,632000000,0,-20000000,,48000000,30000000,8233,HBAN,quarterly
2020-12-31,,,273577000,6842000,248221000,452079000,760931000,308852000,308852000,,-15898000,,,,25180000,2641764000,2332912000,1880833000,-35275000,,248397000,248221000,8270,MHK,quarterly
2020-09-26,,,248616000,6412000,205117000,434691000,723909000,289218000,289218000,,-14854000,,,,43163000,2574870000,2285652000,1850961000,-40602000,,205453000,205117000,8270,MHK,quarterly
2020-06-27,,,-74951000,6052000,-48257000,417389000,420010000,2621000,2621000,,-12956000,,,,-26363000,2049800000,2047179000,1629790000,-77572000,,-48588000,-48257000,8270,MHK,quarterly
2020-03-28,,,137133000,6275000,110514000,464061000,628222000,164161000,164161000,,-8671000,,,,26668000,2285763000,2121602000,1657541000,-27028000,,110465000,110514000,8270,MHK,quarterly
2020-12-26,,,162200000,,119800000,687300000,937400000,188900000,188900000,1000000,-12200000,,,,42400000,1432800000,1243900000,495400000,-26700000,,119800000,119800000,8292,RL,quarterly
