endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker,type
2020-01-03,469700000,,344800000,1400000,514300000,814300000,1876100000,424300000,424300000,,-82400000,,,,-169700000,3264300000,2840000000,1388200000,-79500000,,514500000,514300000,1543,TRMB,yearly
2018-12-28,446100000,,278000000,400000,282800000,792700000,1786900000,368500000,368500000,,-73200000,,,,-5300000,3108400000,2739900000,1321500000,-90500000,,283300000,282800000,1543,TRMB,yearly
2017-12-29,370200000,,248200000,400000,118400000,694400000,1469800000,256400000,256400000,,-25200000,,,,129700000,2646500000,2390100000,1176700000,-8200000,,118500000,118400000,1543,TRMB,yearly
2020-12-31,27573000000,,48082000000,,40269000000,28998000000,97795000000,41224000000,41224000000,,-135000000,,,,7813000000,182527000000,141303000000,84732000000,6858000000,,40269000000,40269000000,1547,GOOG,yearly
2019-12-31,26018000000,,39625000000,,34343000000,27461000000,89961000000,36482000000,36482000000,,-100000000,,,,5282000000,161857000000,125375000000,71896000000,3143000000,,34343000000,34343000000,1547,GOOG,yearly
2018-12-31,21419000000,,34913000000,,30736000000,23256000000,77270000000,32595000000,32595000000,,-114000000,,,,4177000000,136819000000,104224000000,59549000000,2318000000,,30736000000,30736000000,1547,GOOG,yearly
2017-12-31,16625000000,,27193000000,,12662000000,19733000000,65272000000,28914000000,28914000000,,-109000000,,,,14531000000,110855000000,81941000000,45583000000,-1721000000,,12662000000,12662000000,1547,GOOG,yearly
2020-12-31,,,8235000000,23000000,6833000000,-241000000,8681000000,8877000000,8877000000,45000000,-591000000,,,,1347000000,65398000000,56521000000,56717000000,-642000000,-55000000,6888000000,6833000000,1557,LMT,yearly
2019-12-31,,,7241000000,44000000,6230000000,608000000,8367000000,7698000000,7698000000,61000000,-653000000,,,,1011000000,59812000000,52114000000,51445000000,-457000000,-55000000,6230000000,6230000000,1557,LMT,yearly
2018-12-31,,,5838000000,55000000,5046000000,777000000,7370000000,6644000000,6644000000,-51000000,-668000000,,,,792000000,53762000000,47118000000,46392000000,-806000000,-55000000,5046000000,5046000000,1557,LMT,yearly
2017-12-31,,,5246000000,74000000,1963000000,746000000,6371000000,5593000000,5593000000,32000000,-651000000,,,,3356000000,49960000000,44367000000,43589000000,-347000000,73000000,1890000000,1963000000,1557,LMT,yearly
2020-12-31,311000000,,256000000,4000000,192000000,1851000000,2626000000,408000000,408000000,,,,,,64000000,7022000000,6614000000,4396000000,-152000000,,192000000,178000000,1568,XRX,yearly
2019-12-31,373000000,,830000000,7000000,1353000000,2103000000,3650000000,1129000000,1129000000,,-105000000.0,,,,179000000,9066000000,7937000000,5416000000,-299000000,705000000.0,651000000,1339000000,1568,XRX,yearly
2018-12-31,397000000,,557000000,34000000,361000000,2485000000,3869000000,939000000,939000000,,-114000000.0,,,,247000000,9662000000,8723000000,5793000000,-382000000,55000000.0,310000000,347000000,1568,XRX,yearly
2017-12-31,424000000,,538000000,37000000,195000000,2702000000,4071000000,892000000,892000000,,-119000000.0,,,,468000000,9991000000,9099000000,5920000000,-354000000,129000000.0,70000000,181000000,1568,XRX,yearly
2020-12-31,,,685200000,41900000,520100000,1322500000,2390100000,676800000,676800000,,-141600000,,,,159000000,4127500000,3450700000,1737400000,8400000,,526200000,520100000,1597,EFX,yearly
2019-12-31,,,-433000000,44300000,-398800000,1185900000,1985900000,468900000,468900000,,-111700000,,,,-40200000,3507600000,3038700000,1521700000,-901900000,,-392800000,-398800000,1597,EFX,yearly
2018-12-31,,,356300000,47900000,299800000,1232900000,1971700000,428400000,428400000,,-103500000,,,,50000000,3412100000,2983700000,1440400000,-72100000,,306300000,299800000,1597,EFX,yearly
2017-12-31,,,746600000,64600000,587300000,1089200000,2151500000,774500000,774500000,,-92800000,,,,148600000,3362200000,2587700000,1210700000,-27900000,,598000000,587300000,1597,EFX,yearly
2020-12-31,,,-15587000000,,-12385000000,582000000,-5165000000,-9200000000,-9200000000,1163000000,-929000000,,,,-3202000000,17095000000,26295000000,22260000000,-6387000000,,-12385000000,-12385000000,1633,DAL,yearly
2019-12-31,,,6198000000,,4767000000,1993000000,12916000000,6571000000,6571000000,1771000000,-301000000,,,,1431000000,47007000000,40436000000,34091000000,-373000000,,4767000000,4767000000,1633,DAL,yearly
2018-12-31,,,5151000000,,3935000000,1941000000,11452000000,5459000000,5459000000,1723000000,-311000000,,,,1216000000,44438000000,38979000000,32986000000,-308000000,,3935000000,3935000000,1633,DAL,yearly
2017-12-31,,,5500000000,,3205000000,1827000000,11833000000,6175000000,6175000000,1609000000,-396000000,,,,2295000000,41138000000,34963000000,29305000000,-675000000,,3205000000,3205000000,1633,DAL,yearly
2020-06-30,,,579500000,,462500000,639000000,1263900000,624900000,624900000,,-62500000,,,,117000000,4529000000,3904100000,3265100000,-45400000,,462500000,462500000,1636,BR,yearly
2019-06-30,,,607300000,,482100000,577500000,1230300000,652800000,652800000,,-45900000,,,,125200000,4362200000,3709400000,3131900000,-45500000,,482100000,482100000,1636,BR,yearly
2018-06-30,,,561000000,,427900000,564500000,1162500000,598000000,598000000,,-42400000,,,,133100000,4329900000,3731900000,3167400000,-37000000,,427900000,427900000,1636,BR,yearly
2017-06-30,,,488200000,,326800000,500700000,1034700000,534000000,534000000,,-44700000,,,,161400000,4142600000,3608600000,3107900000,-45800000,,326800000,326800000,1636,BR,yearly
2020-12-31,,,1821100000,687000000,1690600000,778700000,5814300000,3110500000,3110500000,42800000,-793500000,,,,129600000,8041500000,4931000000,2227200000,-1289400000,,1691500000,1690600000,1641,AMT,yearly
2019-12-31,,,1916400000,1531500000,1887800000,730400000,5363500000,2864400000,2864400000,-9700000,-814200000,,,,-200000,7580300000,4715900000,2216800000,-948000000,,1916600000,1887800000,1641,AMT,yearly
2018-12-31,,,1154600000,1568300000,1236400000,733200000,5262300000,2742300000,2742300000,3500000,-825600000,,,,-110100000,7440100000,4697800000,2177800000,-1587700000,,1264700000,1227000000,1641,AMT,yearly
2017-12-31,,,1256100000,1712800000,1238900000,637000000,4607300000,2248200000,2248200000,6200000,-749600000,,,,30700000,6663900000,4415700000,2056600000,-992100000,,1225400000,1151500000,1641,AMT,yearly
2021-01-31,931500000,,546700000,,1208200000,1841300000,3484900000,643700000,643700000,,-40700000,,,,-661500000,3790400000,3146700000,305500000,-97000000,,1208200000,1208200000,1642,ADSK,yearly
2020-01-31,820000000,,294800000,,214500000,1716100000,2984400000,374900000,374900000,,-54000000,,,,80300000,3274300000,2899400000,289900000,-80100000,,214500000,214500000,1642,ADSK,yearly
2019-01-31,725000000,,-42700000,,-80800000,1508200000,2299400000,32700000,32700000,,-52100000,,,,38100000,2569800000,2537100000,270400000,-75400000,,-80800000,-80800000,1642,ADSK,yearly
2018-01-31,755500000,,-557300000,,-566900000,1371100000,1769600000,-393600000,-393600000,,-34500000,,,,9600000,2056600000,2450200000,287000000,-163700000,,-566900000,-566900000,1642,ADSK,yearly
2020-12-31,,,46962000,73235000,44889000,75001000,734854000,300956000,300956000,12997000,-158278000,,,,-355000,1047931000,746975000,313077000,-253994000,,47317000,44889000,1651,REG,yearly
2019-12-31,,,244015000,76613000,239430000,74984000,858527000,402203000,402203000,7057000,-152333000,,,,757000,1164672000,762469000,306145000,-158188000,,243258000,239430000,1651,REG,yearly
2018-12-31,,,253031000,52198000,249127000,65491000,854451000,420241000,420241000,9031000,-148456000,,,,706000,1160341000,740100000,305890000,-163819000,,252325000,249127000,1651,REG,yearly
2017-12-31,,,169243000,41002000,176077000,67624000,767363000,357013000,357013000,8525000,-132629000,,,,-9737000,1021076000,664063000,253713000,-184249000,,178980000,159949000,1651,REG,yearly
2020-12-31,,,-261000000,,-200000000,244000000,2467000000,-52000000,-52000000,589000000,-129000000,,,,-61000000,7024000000,7076000000,4557000000,-209000000,,-200000000,-200000000,1670,PXD,yearly
2019-12-31,,,987000000,,756000000,324000000,4031000000,1806000000,1806000000,132000000,-121000000,,,,231000000,9676000000,7870000000,5645000000,-819000000,,756000000,753000000,1670,PXD,yearly
2018-12-31,,,1251000000,,978000000,381000000,4315000000,1756000000,1756000000,530000000,-126000000,,,,276000000,9384000000,7628000000,5069000000,-505000000,,975000000,973000000,1670,PXD,yearly
2017-12-31,,,309000000,5000000.0,833000000,326000000,2681000000,502000000,502000000,347000000,-154000000,,,,-524000000,5294000000,4792000000,2613000000,-193000000,,833000000,827000000,1670,PXD,yearly
2020-12-31,,,964000000,296000000,500000000,944000000,1910000000,969000000,969000000,-3000000,-73000000,,,,397000000,10165000000,9196000000,8255000000,-5000000,,567000000,500000000,1690,BWA,yearly
2019-12-31,,,1265000000,138000000,746000000,900000000,2101000000,1203000000,1203000000,-2000000,-55000000,,,,468000000,10168000000,8965000000,8067000000,62000000,,797000000,746000000,1690,BWA,yearly
2018-12-31,,,1196000000,119000000,931000000,936000000,2230000000,1298000000,1298000000,-4000000,-59000000,,,,211000000,10530000000,9232000000,8300000000,-102000000,,985000000,931000000,1690,BWA,yearly
2017-12-31,408000000.0,,1063000000,109100000,440000000,485000000,2115000000,1222000000,1222000000,-4000000,-71000000,,,,580000000,9799000000,8577000000,7684000000,-159000000,,483000000,440000000,1690,BWA,yearly
2020-12-31,,,-19400000,69800000,-33300000,894800000,1613400000,105600000,105600000,217200000,-111100000,,,,13000000,4910200000,4804600000,3296800000,-125000000,,-32400000,-33300000,1703,IR,yearly
2019-12-31,,,190900000,69800000,159100000,436400000,911700000,349100000,349100000,1900000,-88900000,,,,31800000,2451900000,2102800000,1540200000,-158200000,,159100000,159100000,1703,IR,yearly
2018-12-31,,,349500000,69800000,269400000,442800000,1012500000,444800000,444800000,-900000,-99600000,,,,80100000,2689800000,2245000000,1677300000,-95300000,,269400000,269400000,1703,IR,yearly
2017-12-31,,,-112700000,69800000,18400000,446200000,897900000,129500000,129500000,28300000,-140700000,,,,-131200000,2375400000,2245900000,1477500000,-242200000,,18500000,18400000,1703,IR,yearly
2020-12-31,,,839000000,1220000000,1377000000,,11471000000,5429000000,5429000000,1337000000,-2162000000,,,,-236000000,23868000000,18439000000,12397000000,-4590000000,7000000,1075000000,1270000000,1716,DUK,yearly
2019-12-31,,,4097000000,1129000000,3748000000,,11560000000,5705000000,5705000000,1307000000,-2204000000,,,,519000000,24658000000,18953000000,13098000000,-1608000000,-7000000,3578000000,3687000000,1716,DUK,yearly
2018-12-31,,,3073000000,17000000,2666000000,,10717000000,5362000000,5362000000,1281000000,-2094000000,,,,448000000,24116000000,18754000000,13399000000,-2289000000,19000000,2625000000,2661000000,1716,DUK,yearly
2017-12-31,,,4266000000,-2000000,3059000000,241000000.0,10703000000,5938000000,5938000000,1238000000,-1986000000,,,,1196000000,23189000000,17251000000,12486000000,-1672000000,-6000000,3070000000,3053000000,1716,DUK,yearly
2020-12-31,,,14065000000,2695000000,10534000000,39850000000,70443000000,17493000000,17493000000,,-4588000000,,,,3364000000,103564000000,86071000000,33121000000,-3428000000,,10701000000,10534000000,1743,CMCSA,yearly
2019-12-31,,,16996000000,2520000000,13057000000,40424000000,74502000000,21125000000,21125000000,,-4567000000,,,,3673000000,108942000000,87817000000,34440000000,-4129000000,,13323000000,13057000000,1743,CMCSA,yearly
2018-12-31,,,15242000000,2205000000,11731000000,34791000000,64815000000,19148000000,19148000000,-141000000.0,-3542000000,,,,3380000000,94507000000,75359000000,29692000000,-3906000000,,11862000000,11731000000,1743,CMCSA,yearly
2017-12-31,,,15353000000,2200000000,22735000000,31968000000,59674000000,17576000000,17576000000,-141000000.0,-3086000000,,,,-7569000000,85029000000,67453000000,25355000000,-2223000000,,22922000000,22735000000,1743,CMCSA,yearly
2020-12-31,,,1499000000,,1216000000,,1658000000,1553000000,1553000000,105000000,-54000000,,,,283000000,7536000000,5983000000,5878000000,-54000000,,1216000000,1216000000,1761,CINF,yearly
2019-12-31,,,2472000000,,1997000000,,2634000000,2525000000,2525000000,109000000,-53000000,,,,475000000,7924000000,5399000000,5290000000,-53000000,,1997000000,1997000000,1761,CINF,yearly
2018-12-31,,,251000000,,287000000,,395000000,304000000,304000000,91000000,-53000000,,,,-36000000,5407000000,5103000000,5012000000,-53000000,,287000000,287000000,1761,CINF,yearly
2017-12-31,,,730000000,,1045000000,,875000000,783000000,783000000,92000000,-53000000,,,,-315000000,5732000000,4949000000,4857000000,-53000000,,1045000000,1045000000,1761,CINF,yearly
2020-12-31,,,-5776000000,1010000000,-4517000000,88000000,1941000000,464000000,464000000,85000000,-197000000,,,,-1104000000,2806000000,2342000000,865000000,-6240000000,,-4672000000,-4517000000,1764,FANG,yearly
2019-12-31,,,362000000,1657000000,240000000,104000000,3098000000,1377000000,1377000000,170000000,-173000000,,,,47000000,3767000000,2390000000,669000000,-1015000000,,315000000,240000000,1764,FANG,yearly
2018-12-31,,,1113000000,467000000,846000000,65000000,1757000000,1148000000,1148000000,-79000000,-88000000,,,,168000000,2060000000,912000000,303000000,-35000000,,945000000,846000000,1764,FANG,yearly
2017-12-31,,,497000000,326877000,482000000,48000000,969000000,527000000,527000000,67000000,-41000000,,,,-20000000,1193000000,666000000,224000000,-30000000,,517000000,482000000,1764,FANG,yearly
2020-10-31,1478000000,,3231000000,,2844000000,4925000000,10437000000,3921000000,3921000000,,-239000000,,,,387000000,56639000000,52718000000,46202000000,-690000000,,2844000000,2844000000,1784,HPQ,yearly
2019-10-31,1499000000,,2523000000,,3152000000,5290000000,11170000000,4265000000,4265000000,,-242000000,,,,-629000000,58756000000,54491000000,47586000000,-1742000000,,3152000000,3152000000,1784,HPQ,yearly
2018-10-31,1404000000,,3013000000,,5327000000,4866000000,10669000000,4319000000,4319000000,,-312000000,,,,-2314000000,58472000000,54153000000,47803000000,-1306000000,,5327000000,5327000000,1784,HPQ,yearly
2017-10-31,1190000000,,3276000000,,2526000000,4382000000,9578000000,4005000000,4005000000,,-309000000,,,,750000000,52056000000,48051000000,42478000000,-729000000,,2526000000,2526000000,1784,HPQ,yearly
2020-12-31,,,1809000000,8494000000,599000000,375000000,4273000000,2333000000,2333000000,27000000,-563000000,,,,944000000,14198000000,11865000000,9925000000,-524000000,,865000000,596000000,1790,FCX,yearly
2019-12-31,,,318000000,8150000000,-239000000,447000000,2695000000,627000000,627000000,105000000,-542000000,,,,510000000,14402000000,13775000000,11707000000,-309000000,3000000.0,-192000000,-242000000,1790,FCX,yearly
2018-12-31,,,3900000000,8094000000,2602000000,454000000,6930000000,4528000000,4528000000,89000000,-575000000,,,,991000000,18628000000,14100000000,11698000000,-628000000,-15000000.0,2909000000,2598000000,1790,FCX,yearly
2017-12-31,,,2912000000,3319000000,1817000000,480000000,6464000000,3933000000,3933000000,244000000,-656000000,,,,883000000,16403000000,12470000000,9939000000,-1021000000,62000000.0,2029000000,1813000000,1790,FCX,yearly
2020-07-03,2261000000,,-46000000,,-250000000,1152000000,3781000000,368000000,368000000,,-413000000,,,,204000000,16736000000,16368000000,12955000000,-414000000,,-250000000,-250000000,1795,WDC,yearly
2019-06-28,2182000000,,-287000000,,-754000000,1348000000,3752000000,222000000,222000000,,-469000000,,,,467000000,16569000000,16347000000,12817000000,-509000000,,-754000000,-754000000,1795,WDC,yearly
2018-06-29,2400000000,,2085000000,,675000000,1475000000,7705000000,3830000000,3830000000,,-676000000,,,,1410000000,20647000000,16817000000,12942000000,-1745000000,,675000000,675000000,1795,WDC,yearly
2017-06-30,2441000000,,769000000,,397000000,1445000000,6072000000,2186000000,2186000000,,-847000000,,,,372000000,19093000000,16907000000,13021000000,-1417000000,,397000000,397000000,1795,WDC,yearly
2020-12-31,,,599332000,215021000,568870000,65388000,1084458000,493573000,493573000,,-220633000,,,,0,1556922000,1063349000,472464000,105759000,,599332000,568870000,1815,ESS,yearly
2019-12-31,,,464448000,220487000,439286000,54262000,1153013000,615001000,615001000,,-217339000,,,,0,1583775000,968774000,430762000,-150553000,,464448000,439286000,1815,ESS,yearly
2018-12-31,,,413599000,162246000,390153000,53451000,1068933000,535598000,535598000,,-220492000,,,,0,1485523000,949925000,416590000,-121999000,,413599000,390153000,1815,ESS,yearly
2017-12-31,,,458043000,158625000,433059000,41385000,1043233000,532967000,532967000,,-222894000,,,,0,1450344000,917377000,407111000,-74924000,,458043000,433059000,1815,ESS,yearly
2020-12-31,,,701600000,,572600000,1023400000,1912700000,0,775100000,114200000,,,,,129000000,1912700000,1137600000,0,-73500000,,572600000,558500000,1867,PBCT,yearly
2019-12-31,,,652400000,,520400000,959200000,1812900000,0,765300000,88400000,,,,,132000000,1812900000,1047600000,0,-112900000,,520400000,506100000,1867,PBCT,yearly
2018-12-31,,,576300000,,468100000,851100000,1571400000,0,645700000,74600000,,,,,108200000,1571400000,925700000,0,-69400000,,468100000,453800000,1867,PBCT,yearly
2017-12-31,,,467100000,,337200000,792400000,1426500000,0,567700000,66400000,,,,,129900000,1426500000,858800000,0,-100600000,,337200000,322600000,1867,PBCT,yearly
2020-12-31,595100000,,1207000000,27600000,1060600000,1217500000,2861200000,1048600000,1048600000,,,,,,140200000,4358400000,3309800000,1497200000,158400000,,1066800000,1060600000,1870,ISRG,yearly
2019-12-31,557300000,,1502200000,20900000,1379300000,1177900000,3110200000,1375000000,1375000000,,,,,,120400000,4478500000,3103500000,1368300000,127200000,,1381800000,1379300000,1870,ISRG,yearly
2018-12-31,418100000,,1279500000,8700000,1127900000,941400000,2604100000,1244600000,1244600000,,,,,,154500000,3724200000,2479600000,1120100000,34900000,,1125000000,1127900000,1870,ISRG,yearly
2017-12-31,328600000,,1104800000,1600000,670900000,810500000,2202000000,1062900000,1062900000,,,,,,433900000,3138200000,2075300000,936200000,41900000,,670900000,670900000,1870,ISRG,yearly
2020-12-31,,,2572211000,351138000,1762673000,1806122000,5459707000,2939033000,2939033000,,-12974000,,,,698275000,15493435000,12554402000,10033728000,-366822000,,1873936000,1762673000,1909,DISH,yearly
2019-12-31,,,1943927000,551626000,1399512000,1728069000,4237522000,1878876000,1878876000,,-23687000,,,,451358000,12807684000,10928808000,8570162000,65051000,,1492569000,1399512000,1909,DISH,yearly
2018-12-31,,,2189175000,458569000,1575091000,1437281000,4296926000,2147621000,2147621000,,-15006000,,,,533684000,13621302000,11473681000,9324376000,41554000,,1655491000,1575091000,1909,DISH,yearly
2017-12-31,,,1650087000,383882000,2098689000,1817170000,4644112000,2009378000,2009378000,,-63172000,,,,-515320000,14391375000,12381997000,9747263000,-359291000,,2165407000,2098689000,1909,DISH,yearly
2020-08-30,,,5367000000,421000000,4002000000,15852000000,21930000000,6023000000,6023000000,,-160000000,,,,1308000000,166761000000,160738000000,144831000000,-656000000,,4059000000,4002000000,1962,COST,yearly
2019-09-01,,,4765000000,341000000,3659000000,14994000000,19817000000,4737000000,4737000000,,-150000000,,,,1061000000,152703000000,147966000000,132886000000,28000000,,3704000000,3659000000,1962,COST,yearly
2018-09-02,,,4442000000,304000000,3134000000,13876000000,18424000000,4480000000,4480000000,,-159000000,,,,1263000000,141576000000,137096000000,123152000000,-38000000,,3179000000,3134000000,1962,COST,yearly
2017-09-03,,,4039000000,301000000,2679000000,12950000000,17143000000,4111000000,4111000000,,-134000000,,,,1325000000,129025000000,124914000000,111882000000,-72000000,,2714000000,2679000000,1962,COST,yearly
2020-12-31,,,5430000000,2320000000,3754000000,923000000,19230000000,7202000000,7202000000,8384000000,-1584000000,,,,1043000000,51533000000,44331000000,32303000000,-1772000000,,4387000000,3754000000,2015,HCA,yearly
2019-12-31,,,5244000000,2243000000,3505000000,855000000,19295000000,7218000000,7218000000,8626000000,-1824000000,,,,1099000000,51336000000,44118000000,32041000000,-1974000000,,4145000000,3505000000,2015,HCA,yearly
2018-12-31,,,5335000000,2032000000,3787000000,855000000,17528000000,6642000000,6642000000,8608000000,-1755000000,,,,946000000,46677000000,40035000000,29149000000,-1307000000,,4389000000,3787000000,2015,HCA,yearly
2017-12-31,,,4381000000,1811000000,2216000000,855000000,16239000000,6055000000,6055000000,8053000000,-1690000000,,,,1638000000,43614000000,37559000000,27375000000,-1674000000,,2743000000,2216000000,2015,HCA,yearly
2020-12-26,719000000,,9069000000,98000000,7120000000,27117000000,38637000000,10807000000,10807000000,-6000000,-1128000000,,,,1894000000,70372000000,59565000000,31735000000,-1738000000,,7175000000,7120000000,2027,PEP,yearly
2019-12-28,711000000,,9312000000,82000000,7314000000,25795000000,37178000000,10671000000,10671000000,1000000,-935000000,,,,1959000000,67161000000,56490000000,29983000000,-1359000000,,7353000000,7314000000,2027,PEP,yearly
2018-12-29,680000000,,9189000000,84000000,12515000000,24327000000,35280000000,10276000000,10276000000,-3000000,-1219000000,,,,-3370000000,64661000000,54385000000,29381000000,-1087000000,,12559000000,12513000000,2027,PEP,yearly
2017-12-30,737000000,,9602000000,92000000,4857000000,23366000000,34729000000,10627000000,10627000000,-1000000,-1151000000,,,,4694000000,63525000000,52898000000,28796000000,-1025000000,,4908000000,4853000000,2027,PEP,yearly
2020-12-31,356863000,,441371000,109434000,363228000,798803000,2087062000,738789000,738789000,,-131802000,,,,73999000,5084239000,4345450000,2997177000,-297418000,,367372000,364031000,2036,IFF,yearly
2019-12-31,346128000,,557452000,111287000,455873000,791175000,2120242000,789842000,789842000,,-138221000,,,,97184000,5140084000,4350242000,3019842000,-232390000,,460268000,452776000,2036,IFF,yearly
2018-12-31,311583000,,447757000,92229000,337302000,678371000,1682707000,616874000,616874000,,-132558000,,,,107976000,3977539000,3360665000,2294832000,-169117000,,339781000,333454000,2036,IFF,yearly
2017-12-31,295469000,,537045000,5092000,295665000,533702000,1501165000,637301000,637301000,,-65363000,,,,241380000,3398719000,2761418000,1897554000,-100256000,,295665000,294665000,2036,IFF,yearly
2020-12-31,,,-15705000000,,-14831000000,864000000,9341000000,-8357000000,-8357000000,1506000000,-1847000000,,,,-2172000000,17809000000,26166000000,8468000000,-7348000000,-1298000000,-13533000000,-15675000000,2062,OXY,yearly
2019-12-31,,,186000000,,-667000000,882000000,12056000000,2579000000,2579000000,2083000000,-769000000,,,,693000000,20393000000,17814000000,8337000000,-2393000000,-15000000,-507000000,-985000000,2062,OXY,yearly
2018-12-31,,,5608000000,,4131000000,585000000,11256000000,4701000000,4701000000,1467000000,-356000000,,,,1477000000,17824000000,13123000000,6568000000,907000000,-15000000,4131000000,4114000000,2062,OXY,yearly
2017-12-31,,,1328000000,,1311000000,546000000,6914000000,694000000,694000000,1189000000,-324000000,,,,17000000,12508000000,11814000000,5594000000,634000000,-15000000,1311000000,1305000000,2062,OXY,yearly
2020-12-31,,,2219100000,20700000,1556100000,1729300000,4952800000,2948100000,2948100000,,-207400000,,,,662100000,13978500000,11030400000,9025700000,-729000000,,1557000000,1556100000,2070,LH,yearly
2019-12-31,,,1104900000,20100000,823800000,1544100000,3252500000,1465200000,1465200000,,-240700000,,,,280000000,11554800000,10089600000,8302300000,-360300000,,824900000,823800000,2070,LH,yearly
2018-12-31,,,1268300000,19100000,883700000,1485400000,3176400000,1461600000,1461600000,,-244200000,,,,384400000,11333400000,9871800000,8157000000,-193300000,,883900000,883700000,2070,LH,yearly
2017-12-31,,,1077500000,20800000,1227100000,1499200000,3091800000,1376100000,1376100000,6100000.0,-235100000,,,,-155400000,10308000000,8931900000,7216200000,-298600000,,1232900000,1227100000,2070,LH,yearly
2020-12-31,,,2327000000,2283000000,1963000000,-53000000,10033000000,4313000000,4313000000,1714000000,-1635000000,,,,373000000,33039000000,28726000000,23006000000,-1986000000,,1954000000,1963000000,2078,EXC,yearly
2019-12-31,,,3802000000,2349000000,2936000000,-13000000,10247000000,4505000000,4505000000,1732000000,-1616000000,,,,774000000,34438000000,29933000000,24191000000,-703000000,,3028000000,2936000000,2078,EXC,yearly
2018-12-31,,,2197000000,2306000000,2005000000,47000000,10003000000,4416000000,4416000000,1783000000,-1554000000,,,,118000000,35978000000,31562000000,25975000000,-2219000000,,2079000000,2005000000,2078,EXC,yearly
2017-12-31,,,3743000000,2291000000,3779000000,109000000,10117000000,4711000000,4711000000,1731000000,-1560000000,,,,-126000000,33558000000,28847000000,23441000000,-968000000,,3869000000,3779000000,2078,EXC,yearly
2020-06-30,863864000,,1316711000,15586000,1216785000,735977000,3356863000,1757022000,1757022000,,-160274000,,,,101686000,5806424000,4049402000,2449561000,-440311000,,1215025000,1216785000,2081,KLAC,yearly
2019-06-30,711030000,,1296231000,18585000,1175617000,600848000,2699527000,1387649000,1387649000,,-124604000,,,,121214000,4568904000,3181255000,1869377000,-91418000,,1175017000,1175617000,2081,KLAC,yearly
2018-06-30,608531000,,1455931000,18585000,802265000,444935000,2590660000,1537194000,1537194000,,-114376000,,,,653666000,4036701000,2499507000,1446041000,-81263000,,802265000,802265000,2081,KLAC,yearly
2017-06-30,526688000,,1173246000,18585000,926076000,390849000,2193799000,1276262000,1276262000,,-122476000,,,,247170000,3480014000,2203752000,1286215000,-103016000,,926076000,926076000,2081,KLAC,yearly
2020-12-31,,,4468000000,319000000,3617000000,9425000000,15472000000,0,4572000000,1475000000,,,,,842000000,15472000000,10900000000,0,-104000000,,3626000000,3417000000,2095,BK,yearly
2019-12-31,,,5587000000,245000000,4441000000,9407000000,16487000000,0,5704000000,1376000000,,,,,1120000000,16487000000,10783000000,0,-117000000,,4467000000,4254000000,2095,BK,yearly
2018-12-31,,,5192000000,230000000,4266000000,9399000000,16403000000,0,5372000000,1632000000,,,,,938000000,16403000000,11031000000,0,-180000000,,4254000000,4070000000,2095,BK,yearly
2017-12-31,,,4610000000,495000000,4090000000,9093000000,15567000000,0,4819000000,1655000000,,,,,496000000,15567000000,10748000000,0,-209000000,,4114000000,3872000000,2095,BK,yearly
2020-12-31,,,835538000,443196000,721470000,615041000,2227950000,1585909000,1585909000,,-153198000,,,,-490000,20139658000,18553749000,17911708000,-750371000,,836028000,721470000,2121,NUE,yearly
2019-12-31,,,1782807000,433310000,1271143000,732523000,2700360000,1932837000,1932837000,,-157358000,,,,411897000,22588858000,20656021000,19888498000,-150030000,,1370910000,1264108000,2121,NUE,yearly
2018-12-31,,,3229391000,409890000,2360767000,881222000,4295408000,3304186000,3304186000,,-161256000,,,,748307000,25067279000,21763093000,20771871000,-74795000,,2481084000,2351423000,2121,NUE,yearly
2017-12-31,,,1749957000,345752000,1318688000,687531000,2569407000,1881876000,1881876000,,-187282000,,,,369386000,20252393000,18370517000,17682986000,-164219000,,1380571000,1314139000,2121,NUE,yearly
2020-12-31,,,451969000,,366738000,659931000,1130902000,470971000,470971000,,-12353000,,,,85231000,3936623000,3465652000,2805721000,-19002000,,366738000,366738000,2126,POOL,yearly
2019-12-31,,,317736000,,261575000,583679000,924925000,341246000,341246000,,-22472000,,,,56161000,3199517000,2858271000,2274592000,-23510000,,261575000,261575000,2126,POOL,yearly
2018-12-31,,,293235000,,234461000,556284000,870173000,313889000,313889000,,-20296000,,,,58774000,2998097000,2684208000,2127924000,-20654000,,234461000,234461000,2126,POOL,yearly
2017-12-31,,,269321000,,191633000,520918000,805289000,284371000,284371000,,-15389000,,,,77982000,2788188000,2503817000,1982899000,-15050000,,191339000,191633000,2126,POOL,yearly
2020-12-31,74671000,,750244000,,814888000,186003000,1084875000,824201000,824201000,,-90144000,,,,-64644000,1265052000,440851000,180177000,-73957000,,814888000,814888000,2128,VRSN,yearly
2019-12-31,60805000,,758776000,,612299000,184262000,1051194000,806127000,806127000,,-90611000,,,,146477000,1231661000,425534000,180467000,-47351000,,612299000,612299000,2128,VRSN,yearly
